epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
47,32948.2,0.52544,0.2685,0.82165,0.99744,0.99567,0.99457,0.93176,0.41515,0.18162,0.82113,0.005446,0.005446,0.005446
48,34075,0.5215,0.26582,0.82034,0.9977,0.99588,0.99458,0.93171,0.41266,0.18078,0.82089,0.005347,0.005347,0.005347
49,34516.7,0.5223,0.26654,0.82132,0.99769,0.99586,0.99458,0.9326,0.41301,0.18079,0.82064,0.005248,0.005248,0.005248
50,34963.7,0.52071,0.26585,0.82175,0.99769,0.99587,0.99463,0.93319,0.41083,0.17846,0.82027,0.005149,0.005149,0.005149
51,35668.6,0.51667,0.26388,0.82005,0.99777,0.99605,0.99463,0.93257,0.41284,0.1778,0.82039,0.00505,0.00505,0.00505
52,36065,0.51282,0.26133,0.81938,0.99776,0.99596,0.99465,0.93246,0.40983,0.17751,0.81986,0.004951,0.004951,0.004951
53,36447.4,0.51571,0.26212,0.81991,0.99762,0.99625,0.99465,0.93314,0.40725,0.17719,0.81943,0.004852,0.004852,0.004852
54,36830.4,0.51046,0.26038,0.81839,0.99798,0.9962,0.99468,0.93321,0.40666,0.17719,0.8193,0.004753,0.004753,0.004753
55,37254,0.50682,0.25572,0.81783,0.99768,0.99649,0.99469,0.93344,0.4064,0.17706,0.81918,0.004654,0.004654,0.004654
56,38159.6,0.50741,0.25746,0.81753,0.99795,0.9966,0.9947,0.93338,0.40518,0.17623,0.81897,0.004555,0.004555,0.004555
57,38541.9,0.51268,0.25843,0.81908,0.99781,0.99681,0.9947,0.93331,0.4038,0.17509,0.81879,0.004456,0.004456,0.004456
58,38924.5,0.50217,0.25397,0.817,0.99806,0.99679,0.99471,0.93401,0.40232,0.17376,0.81858,0.004357,0.004357,0.004357
59,39307,0.50228,0.25399,0.81701,0.99804,0.99682,0.99472,0.93472,0.40018,0.1732,0.81822,0.004258,0.004258,0.004258
60,39689.9,0.50216,0.25384,0.81682,0.99806,0.99688,0.99469,0.93501,0.40002,0.17291,0.81813,0.004159,0.004159,0.004159
61,40072.1,0.4997,0.25353,0.81657,0.99812,0.99702,0.9947,0.93478,0.39965,0.17248,0.81801,0.00406,0.00406,0.00406
62,40455.3,0.49756,0.25104,0.81559,0.99828,0.9969,0.99471,0.93552,0.39872,0.1725,0.81779,0.003961,0.003961,0.003961
63,40856.3,0.49261,0.24948,0.81486,0.99831,0.99693,0.99471,0.93622,0.39801,0.17224,0.81757,0.003862,0.003862,0.003862
64,41239,0.49639,0.24937,0.81582,0.99825,0.99705,0.99473,0.9371,0.39639,0.17157,0.81731,0.003763,0.003763,0.003763
65,41621.2,0.49348,0.24746,0.8145,0.99811,0.99714,0.99474,0.9374,0.39502,0.17089,0.81706,0.003664,0.003664,0.003664
66,42005,0.4896,0.24618,0.81471,0.99815,0.99714,0.99474,0.93735,0.39407,0.17014,0.81685,0.003565,0.003565,0.003565
67,42460.6,0.48705,0.2446,0.81352,0.99815,0.99722,0.99474,0.93725,0.39317,0.1695,0.81665,0.003466,0.003466,0.003466
68,42843,0.48556,0.24516,0.81411,0.99818,0.99727,0.99475,0.93734,0.39251,0.16881,0.8165,0.003367,0.003367,0.003367
69,43225,0.48289,0.24246,0.8125,0.99819,0.99731,0.99475,0.93739,0.39197,0.16844,0.81638,0.003268,0.003268,0.003268
70,43608.1,0.48053,0.23966,0.81237,0.99825,0.99725,0.99475,0.93735,0.3914,0.16808,0.81626,0.003169,0.003169,0.003169
71,44008.8,0.47824,0.23937,0.81139,0.99824,0.99734,0.99476,0.93737,0.39093,0.16793,0.81614,0.00307,0.00307,0.00307
72,44391.3,0.47672,0.23917,0.81137,0.99831,0.99732,0.99477,0.93778,0.3899,0.16738,0.81596,0.002971,0.002971,0.002971
73,44773.6,0.47615,0.23922,0.81136,0.99829,0.99749,0.99477,0.93805,0.38911,0.16702,0.81579,0.002872,0.002872,0.002872
74,45156.1,0.47421,0.23885,0.81039,0.99832,0.99751,0.99478,0.93808,0.38861,0.16672,0.81567,0.002773,0.002773,0.002773
75,45538.8,0.4739,0.23792,0.81072,0.99834,0.99749,0.99477,0.93839,0.38819,0.16649,0.81555,0.002674,0.002674,0.002674
76,45921.9,0.46754,0.23463,0.80997,0.99844,0.99749,0.99477,0.93887,0.38751,0.16618,0.81541,0.002575,0.002575,0.002575
77,46305.3,0.46818,0.2325,0.80954,0.99848,0.99752,0.99477,0.93923,0.38686,0.16573,0.81528,0.002476,0.002476,0.002476
78,46688.1,0.46353,0.23151,0.80973,0.9985,0.99749,0.99477,0.93935,0.38601,0.16534,0.81511,0.002377,0.002377,0.002377
79,47070.3,0.45888,0.22884,0.80794,0.99847,0.9976,0.99477,0.93959,0.38533,0.16512,0.81499,0.002278,0.002278,0.002278
80,47453.8,0.46088,0.22881,0.80823,0.9985,0.99756,0.99477,0.93969,0.38483,0.16485,0.81488,0.002179,0.002179,0.002179
81,47836,0.45929,0.22777,0.8083,0.99855,0.99755,0.99478,0.93992,0.38417,0.16461,0.81474,0.00208,0.00208,0.00208
82,48218.2,0.45456,0.22549,0.80675,0.99857,0.99759,0.99479,0.94007,0.38366,0.16431,0.81464,0.001981,0.001981,0.001981
83,48601,0.45248,0.22471,0.80678,0.99858,0.99764,0.99479,0.94014,0.38317,0.16403,0.81454,0.001882,0.001882,0.001882
84,48983.5,0.45112,0.22314,0.80553,0.99854,0.99771,0.99479,0.94026,0.38271,0.1638,0.81445,0.001783,0.001783,0.001783
85,49366.3,0.44743,0.2208,0.80579,0.99858,0.9977,0.99479,0.94044,0.38222,0.16357,0.81436,0.001684,0.001684,0.001684
86,49748.9,0.4425,0.21863,0.80465,0.99851,0.99775,0.9948,0.9406,0.38171,0.16329,0.81426,0.001585,0.001585,0.001585
87,50132,0.43921,0.21602,0.80399,0.99852,0.9978,0.99479,0.94057,0.3811,0.16307,0.81414,0.001486,0.001486,0.001486
88,50514.2,0.43936,0.21572,0.80438,0.99852,0.99788,0.9948,0.94079,0.38046,0.16284,0.81403,0.001387,0.001387,0.001387
89,50896.6,0.4324,0.21244,0.80329,0.99853,0.99786,0.9948,0.94099,0.37986,0.16253,0.81391,0.001288,0.001288,0.001288
90,51278.9,0.43196,0.21105,0.80341,0.99854,0.99788,0.9948,0.94121,0.37922,0.16231,0.8138,0.001189,0.001189,0.001189
91,51727.5,0.41324,0.1927,0.80174,0.99854,0.9979,0.9948,0.94136,0.37882,0.162,0.81371,0.00109,0.00109,0.00109
92,52109.6,0.40224,0.18753,0.79873,0.99862,0.99793,0.9948,0.94152,0.37837,0.1617,0.81361,0.000991,0.000991,0.000991
93,52491.5,0.39599,0.1853,0.79749,0.99865,0.99796,0.9948,0.9417,0.37778,0.16138,0.8135,0.000892,0.000892,0.000892
94,52874.1,0.39034,0.18232,0.7972,0.99863,0.99797,0.9948,0.942,0.37703,0.16116,0.81336,0.000793,0.000793,0.000793
95,53255.7,0.38704,0.17924,0.79603,0.99867,0.99798,0.9948,0.94217,0.37644,0.16092,0.81322,0.000694,0.000694,0.000694
96,53637.7,0.38216,0.17723,0.79531,0.99867,0.998,0.9948,0.9423,0.37579,0.16071,0.81309,0.000595,0.000595,0.000595
97,54020,0.37822,0.17516,0.79504,0.99865,0.99812,0.9948,0.9424,0.37521,0.16058,0.81297,0.000496,0.000496,0.000496
98,54402.4,0.37446,0.17276,0.79412,0.99862,0.99814,0.9948,0.94251,0.37468,0.16041,0.81285,0.000397,0.000397,0.000397
99,54784.1,0.36899,0.17044,0.79286,0.99862,0.99817,0.9948,0.94258,0.37405,0.16022,0.81272,0.000298,0.000298,0.000298
100,55165.6,0.36622,0.16855,0.79234,0.99858,0.99818,0.9948,0.94271,0.37342,0.16003,0.8126,0.000199,0.000199,0.000199
